Article ID,Domain,Date,Category,Headline,Content,Label,Source,Relation,F-Type
1275,Facebook Page,2025-07-07 5:26:00,Politics,প্রধান উপদেষ্টার সমালোচনা করায় বিএনপির নেতাকর্মী কর্তৃক প্রতিবন্ধী ব্যক্তিকে পিটিয়ে হত্যা,যশোরে প্রধান উপদেষ্টা ড. মুহাম্মদ ইউনূসের সমালোচনা করায় বিএনপির নেতাকর্মীরা একজন মানসিক প্রতিবন্ধীকে পিটিয়ে মেরে ফেলেছে- শীর্ষক দাবিতে একটি তথ্য সামাজিক যোগাযোগমাধ্যমে ছড়িয়ে পড়েছে। ,0,rumorscanner.com,Related,Fabricated
1276,Facebook Page,2025-07-05 11:12:00,Politics,সারজিস আলমের বন্ধুর বাসা থেকে তিন বস্তা টাকা উদ্ধার,জাতীয় নাগরিক পার্টির (এনসিপি) উত্তরাঞ্চলের মুখ্য সংগঠক সারজিস আলমের বন্ধুর বাসা থেকে তিন বস্তা টাকা পাওয়া গেছে যা তার (সারজিসের) কাছে রাখা হয়েছিল ঈদের পরে এনসিপির প্রচারণার খরচের জন্য শীর্ষক দাবিতে সারজিস আলমের ছবিযুক্ত একটি ভিডিও সামাজিক যোগাযোগ মাধ্যমে প্রচার করা হয়েছে ৷,0,rumorscanner.com,Related,Fabricated
1277,Facebook Page,2025-07-02 9:40:00,Politics,আবু নছর আশরাফীর ওপর জামায়াত-শিবির হামলা করেছে ,"চাঁদপুর ১ (কচুয়া) আসনের জামায়াতের মনোনীত প্রার্থী – আবু নছর আশরাফীর উপর, জামায়াত-শিবিরের হামলা…” শীর্ষক শিরোনামে অনলাইন নিউজ পোর্টাল ডেইলি ক্যাম্পাসের ডিজাইন সম্বলিত একটি ফটোকার্ড সামাজিক যোগাযোগ মাধ্যম ফেসবুকে প্রচার করা হয়েছে।",0,rumorscanner.com,Related,Fabricated
1278,Facebook Page,2025-07-02 11:26:00,Politics,আজিমপুর কবরস্থানে হলেও নিজ দেশে দাফন করতে বলেন শেখ হাসিনা,সাবেক প্রধানমন্ত্রী শেখ হাসিনার মন্তব্য দাবিতে “আমি মারা গেলে নিজের দেশে আজিমপুর কবর স্থানে হলেও আমাকে দাফন করিও” শীর্ষক শিরোনামে মূলধারার গণমাধ্যম একাত্তর এর লোগো সম্বলিত একটি ফটোকার্ড সামাজিক যোগাযোগ মাধ্যমে প্রচার করা হয়েছে।,0,rumorscanner.com,Related,Fabricated
1279,Facebook Page,2025-07-02 10:17:00,Politics,সুদের ব্যবসা বিশ্বকে বদলে দিতে পারে বলে মন্তব্য করেন ড. ইউনূস,"সমকাল ও চ্যানেল আইয়ের ডিজাইন সম্বলিত দুটি পৃথক ফটোকার্ড প্রচার করে সামাজিক যোগাযোগমাধ্যমে দাবি করা হচ্ছে, অন্তর্বর্তীকালীন সরকারের প্রধান উপদেষ্টা ড. মুহাম্মদ ইউনূস বলেছেন, “সুদের ব্যবসা পুরো বিশ্বকে বদলে দিতে পারে।”",0,rumorscanner.com,Related,Fabricated
1280,Facebook Page,2025-06-30 1:26:00,Politics,তারেক রহমানকে বাটপার বলেন নুরুল হক নুর,"গণ অধিকার পরিষদের সভাপতি নুরুল হক নুর “মানুষ এত বড় বাটপার হয়, তারেক রহমানকে না দেখলে বোঝা যায় না” শীর্ষক মন্তব্য করেছেন দাবিতে দৈনিক জনকণ্ঠের ডিজাইন সম্বলিত একটি ফটোকার্ড সামাজিক যোগাযোগমাধ্যমে ছড়িয়ে পড়েছে।",0,rumorscanner.com,Related,Fabricated
1281,Facebook Page,2025-06-28 12:20:00,Politics,বিশ্বের ১৯টি দেশ ড. ইউনূসের বিচার চেয়েছে,ইউনুসের বিচার চাইলো ১৯টি দেশ। জাতিসংঘের চিঠি নিয়ে দেশে ফিরবেন জননেত্রী শেখ হাসিনা” শিরোনামে একটি তথ্য ইন্টারনেটে প্রচার করা হয়েছে।,0,rumorscanner.com,Related,Fabricated
1282,Facebook Page,2025-06-22 5:20:00,Politics,এনসিপির আহ্বায়ক নাহিদ ইসলামের বাড়ি থেকে প্রায় সাড়ে ৩ কোটি টাকা উদ্ধার,"সামাজিক যোগাযোগ মাধ্যমে টাকা উদ্ধারের একটি ভিডিও প্রচার করে দাবি করা হয়েছে, “উপদেষ্টা নাহিদের গ্রামের বাড়ির পিছনে ছোট্ট একটি পুকুরে মধ্যে গোপন তথ্যের মাধ্যমে পুলিশ চার ব্যাক টাকা উদ্ধার করে একটি ব্যাগ পানির উপরে বাসতে দেখলে কেউ একজন পুলিশকে খবর দেই এবং পুলিশ ঘটনাস্থলে গেলে চার ব্যাক টাকা উদ্ধার করে চারটি ব্যাগের টাকার পরিমান ছিল 3 কোটি 51 লাখ 72 হাজার দারনা করা হচ্ছে কেউ টাকা ফেলে রেখে গেছে”।",0,rumorscanner.com,Related,Fabricated
1283,Facebook Page,2025-06-22 5:00:00,Politics,এবার নতুন একটা দল ক্ষমতায় আসবে শীর্ষক মন্তব্য করেন জামায়াতের আমীর,"প্রধান উপদেষ্টার এই ঘোষণায় আমি আশ্বস্ত হয়েছি এবং ঘোষিত সময়ের মধ্যেই একটি অবাধ সুষ্ঠু, নিরপেক্ষ ও গ্রহণযোগ্য নির্বাচন অনুষ্ঠানের আশা করছি, এবার নতুন একটা দল ক্ষমতায় আসবে সেই আশা প্রকাশ করছি।’ শিরোনামে বাংলাদেশ জামায়াতে ইসলামীর আমীর ডা. শফিকুর রহমানকে উদ্ধৃত করে ও তার ছবি যুক্ত করে মূলধারার গণমাধ্যম কালবেলার ডিজাইন সম্বলিত একটি ফটোকার্ড সামাজিক যোগাযোগ মাধ্যমে প্রচার করা হয়েছে।",0,rumorscanner.com,Related,Fabricated
1284,Facebook Page,2025-06-22 11:00:00,Politics,আওয়ামী লীগ ছাড়া বাংলাদেশে কোনো নির্বাচন হবে না জানিয়ে জাতিসংঘ  বার্তা,এবার আন্তর্জাতিক খেলা শুরু। আওয়ামীলীগ ছাড়া বাংলাদেশে কোন নির্বাচন হবে না। জাতিসংঘের অফিশিয়াল বার্তা। আওয়ামীলীগকে নিষিদ্ধ করায় গভীর উদ্বেগ জানিয়েছে জাতিসংঘ।” শীর্ষক শিরোনামে একটি ভিডিও সামাজিক যোগাযোগমাধ্যমে প্রচার করা হয়েছে। ,0,rumorscanner.com,Related,Fabricated
1285,Facebook Page,2025-06-21 5:57:00,Politics,ব্রিটিশ গোয়েন্দা সংস্থা বৈষম্যবিরোধী ছাত্র আন্দোলন কিংবা এনসিপিকে নিষিদ্ধ করেন,"বাংলাদেশ বৈষম্য ছাত্র সংগঠনের উপর নিষেধাজ্ঞা আরোপ করলো ব্রিটিশ গোয়েন্দা সংস্থা। 
ব্রিটিশ রাজা তৃতীয় চার্লসের ব্যাবস্থাপনা পরিচালকের কার্যালয়ে আয়োজিত কাপ সম্মেলনে অংশগ্রহণ করেছি ৮৯ বিশিষ্ট নাগরিকসহ যোগ দিয়েছেন ডা: মোহাম্মদ ইউনুস
বাংলাদেশ বৈষম্য ছাত্র সংগঠন এনসিপি বা নাগরিক পার্টির অর্থ পাচার দুর্নীতি এবং স্বাধীনতাগামী ডিজিটাল নিরাপত্তা তথ্য পাচারের প্রমান পাওয়ায় তাদের বিরুদ্ধে নোটিশ জারি করা হলো।
বাংলাদেশ জাতীয় নির্বাচনে রাজনৈতিক দল ছাড়া বৈষম্য ছাত্র সংগঠনের অংশগ্রহণে নিষেধাজ্ঞা আরোপ করা হয়েছে
আজ বাংলাদেশ আন্তবর্তীন কালিন সরকারের প্রধান উপদেষ্টা ডা: মোহাম্মদ ইউনুসকে নোটিশ প্রদান করা হয়েছে এবং পাচারকৃত অর্থ কোষাগারে জমা দিতে নির্দেশ প্রদান করা হয়েছে।
আমরা ৫৭ বিশিষ্ট নাগরিকের পক্ষ থেকে একটি সুষ্ঠ নির্বাচন গনতন্ত্র দিতে জোরালো আহবান জানিয়েছি।
বাংলাদেশ আওয়ামী লীগ বিএনপি জাতীয় পার্টির নির্বাচনের অংশগ্রহণে বাঁধা থাকছে না।
একই সাথে হয়রানিমুলক মামলা থেকে আসামিদের মুক্তি দিতে নির্দেশ প্রদান করা হয়েছে।
কাপ সম্মেলন ২০২৫ উপলক্ষে বক্তব্য রাখছি 
নির্বাচনের আইন লংঘন না করতে বাংলাদেশ আন্তবর্তীন কালিন সরকারের প্রতি আহবান।",0,rumorscanner.com,Related,Fabricated
1286,Facebook Page,2025-06-21 2:47:00,Politics,সাবেক প্রধানমন্ত্রী শেখ হাসিনা গ্রেফতার ,সাবেক প্রধানমন্ত্রী শেখ হাসিনাকে গ্রেফতার করা হয়েছে দাবিতে সম্প্রতি “গ্রেফতার হয়েছেন সাবেক প্রধানমন্ত্রী শেখ হাসিনা শীঘ্রই দেশে আনছেন” শীর্ষক একটি তথ্য সামাজিক যোগাযোগমাধ্যমে প্রচার করা হয়েছে। ,0,rumorscanner.com,Related,Fabricated
1287,Facebook Page,2025-06-21 11:39:00,Politics,ইরানের পথে রওনা দিলাম শীর্ষক মন্তব্য করেন সাদিক কায়েম,ছাত্রশিবিরের কেন্দ্রীয় প্রকাশনা সম্পাদক সাদিক কায়েম “শাহা’দাতের তামান্না নিয়ে পথে নেমেছি৷ ভয় শুধু আল্লাহর। ইরানের পথের রওনা দিলাম।” শীর্ষক মন্তব্য করেছেন দাবিতে দৈনিক জনকণ্ঠের লোগো সম্বলিত একটি ফটোকার্ড সামাজিক যোগাযোগ মাধ্যমে প্রচার করা হয়েছে।,0,rumorscanner.com,Related,Fabricated
1288,Facebook Page,2025-06-20 9:25:00,Politics,আওয়ামী লীগ এবং ইন্ডিয়া বিরোধী কথা বললেই আপনি হিরো শীর্ষক মন্তব্য করেন শফিকুল আলম,‘এই মুহুর্তে আওয়ামীলীগ এবং ইন্ডিয়া বিরোধী কথা বললেই আপনি হিরো’ শীর্ষক শিরোনামে প্রধান উপদেষ্টার প্রেস সচিব শফিকুল আলমের ছবিযুক্ত একটি ফটোকার্ড সামাজিক যোগাযোগ মাধ্যমে প্রচার করা হয়েছে।,0,rumorscanner.com,Related,Fabricated
1289,Facebook Page,2025-06-18 4:55:00,Politics,বাংলাদেশের জনগণ চাইলে পুনরায় শেখ হাসিনা প্রধানমন্ত্রী হবেন  ট্রাম্প,মার্কিন প্রেসিডেন্ট ডোনাল্ড ট্রাম্পের মন্তব্য দাবিতে ‘যদি বাংলাদেশের জনগণ আওয়ামী লীগ কে পুনরায় চায় তবে বাংলাদেশ পরবর্তী প্রাইম মিনিস্টার হাসিনা হবে’ শীর্ষক শিরোনামে বাংলাদেশ টেলিভিশনের (বিটিভি) লোগো সম্বলিত একটি ফটোকার্ড সামাজিক মাধ্যমে প্রচার করা হচ্ছে।,0,rumorscanner.com,Related,Fabricated
1290,Facebook Page,2025-06-18 11:17:00,Politics,ঢাকা দক্ষিণের মেয়র পদে আজীবন থাকবেন - ইশরাক হোসেন,“ঢাকা দক্ষিণে আজীবন মেয়র থাকবো: ইশরাক হোসেন” শীর্ষক শিরোনামে মূলধারার গণমাধ্যম কালবেলার ডিজাইন সম্বলিত একটি ফটোকার্ড সামাজিক যোগাযোগ মাধ্যম ফেসবুকে প্রচার করা হয়েছে।,0,rumorscanner.com,Related,Fabricated
1291,Facebook Page,2025-06-15 11:40:00,Politics,শেখ হাসিনার বিরুদ্ধে সকল হত্যা মামলা প্রত্যাহারের নির্দেশ দেন স্বরাষ্ট্র উপদেষ্টা,অন্তর্বর্তীকালীন সরকারের স্বরাষ্ট্র উপদেষ্টা জাহাঙ্গীর আলম চৌধুরী “শেখ হাসিনার বিরুদ্ধে যতগুলো হত্যা মামলা রয়েছে সবগুলো প্রত্যাহার করার নির্দেশ।” শীর্ষক মন্তব্য করেছেন দাবিতে কালের কণ্ঠের লোগো সম্বলিত একটি ফটোকার্ড সামাজিক যোগাযোগ মাধ্যমে প্রচার করা হয়েছে।,0,rumorscanner.com,Related,Fabricated
1292,Facebook Page,2025-06-14 5:48:00,Politics,সাবেক রাষ্ট্রপতি আবদুল হামিদ গ্রেফতার,‘সাবেক রাষ্ট্রপতি আবদুল হামিদ গ্রেফতার’- শীর্ষক একটি তথ্য সামাজিক যোগাযোগমাধ্যমে ছড়িয়ে পড়েছে। ,0,rumorscanner.com,Related,Fabricated
1293,Facebook Page,2025-06-11 7:57:00,Politics,যে কোনো সময় দেশে ঢুকতে পারেন শেখ হাসিনা,‘যে কোন সময় দেশ এ ডুকতে পারেন শেখ হাসিনা তাই দেশ ত্যাগ করতে চাইছেন ড.ইউনূস’ শিরোনামে বেসরকারি ইলেকট্রনিক সংবাদমাধ্যম চ্যানেল২৪ এর ডিজাইন সম্বলিত একটি ফটোকার্ড সামাজিক যোগাযোগ মাধ্যমে প্রচার করা হয়েছে।,0,rumorscanner.com,Related,Fabricated
1294,Facebook Page,2025-06-04 4:40:00,Politics,ঈদের পর নির্বাচন অথবা মৃত্যু শীর্ষক মন্তব্য করেন তারেক রহমান,ঈদের পর নির্বাচন অথবা মৃত্যু তারেক রহমান!’ শীর্ষক দাবিতে জাতীয় দৈনিক কালবেলার ডিজাইন সম্বলিত একটি ফটোকার্ড সামাজিক যোগাযোগ মাধ্যম ফেসবুকে প্রচার করা হয়েছে।,0,rumorscanner.com,Related,Fabricated
1295,Facebook Page,2025-06-04 11:38:00,Politics,প্রধান উপদেষ্টা রাজনীতি ছেড়ে ভিক্ষা করে খেতে বলেছেন,"বিভক্তিকরণের জন্য রাজনীতি সৃষ্টি করা হয়নি, রাজনীতি সৃষ্টি করা হয়েছে ঐক্যবদ্ধ হওয়ার জন্য, দেশের মঙ্গলের জন্য। যারা বিভক্তিকরন ও নিজের স্বার্থের জন্য রাজনীতি করে তাদের রাজনীতি ছেড়ে ভিক্ষা করে খাওয়া উচিৎ” শীর্ষক শিরোনামে অন্তর্বর্তীকালীন সরকারের প্রধান উপদেষ্টা ড. মুহাম্মদ ইউনূসের বক্তব্য দাবিতে দেশীয় মূলধারার সংবাদমাধ্যম ইনডিপেনডেন্ট টিভির ডিজাইন সম্বলিত একটি ফটোকার্ড সামাজিক যোগাযোগ মাধ্যমে প্রচার করা হয়েছে। ",0,rumorscanner.com,Related,Fabricated
1296,Facebook Page,2025-06-02 6:30:00,Politics,দেশের ৮০ শতাংশ মানুষ নির্বাচন চায় না শীর্ষক মন্তব্য করেন খালেদা জিয়া,"সামাজিক যোগাযোগ মাধ্যম ফেসবুকে একটি ফটোকার্ড আকারে দাবি প্রচার করা হয়েছে, সাবেক প্রধানমন্ত্রী খালেদা জিয়া বলেছেন, “দেশের ৮০% মানুষ নির্বাচন চায় না, কারণ এখন ও নির্বাচনের পরিবেশ হয়নি,, ভারত চুপ্পু ওয়াকারের ফাদে পা দিয়ে, বিএনপি জনবিছিন্ন হয়ে যাচ্ছে, সবাই বলছে, বিএনপি পাগল হয়ে গেছে”।",0,rumorscanner.com,Related,Fabricated
1297,Facebook Page,2025-05-26 5:14:00,Politics,বাংলাদেশের পর ভারতেও আওয়ামী লীগ নিষিদ্ধ,"আন্তর্জাতিক অপরাধ ট্রাইব্যুনালে বিচার কার্যসম্পন্ন না হওয়া পর্যন্ত বাংলাদেশ আওয়ামী লীগের কার্যক্রম নিষিদ্ধ করে গত ১২ মে প্রজ্ঞাপন জারি করে অন্তর্বর্তী সরকার।
এরই মধ্যে গত ২১ মে ‘বাংলার দামাল – Banglar Damal’ নামক ফেসবুক পেজ থেকে ‘অবশেষে ভারতে নিষিদ্ধ হলো আওয়ামীলীগ’ শীর্ষক দাবিতে ভারতের মূল ধারার সংবাদ মাধ্যম দ্য টাইমস অফ ইন্ডিয়া এর একটি কথিত স্ক্রিনশটা প্রচার করা হয়েছে।
কথিত প্রতিবেদনটির শিরোনাম হিসেবে দেখতে পাওয়া যায়, ‘After Bangladesh, Awami League banned in India’",0,rumorscanner.com,Related,Fabricated
1298,Facebook Page,2025-05-26 4:28:00,Politics,ঢাকার ৪৪ পয়েন্টে ১৪৪ ধারা জারি,"প্রধান উপদেষ্টা ড. মুহাম্মদ ইউনূস গত ২২ মে উপদেষ্টা পরিষদের নিয়মিত বৈঠকে তার পদত্যাগের ভাবনার কথা জানান। জানা যায়, এ সময় তিনি সরকারের বিভিন্ন উদ্যোগে নানা প্রতিবন্ধকতার কথা বলেন। প্রায়ই সড়ক আটকে আন্দোলন, সংস্কারসহ বিভিন্ন বিষয়ে দলগুলোর মধ্যে ঐকমত্য না হওয়া, রাষ্ট্রীয় কাজে নানা পক্ষের অসহযোগিতাসহ দেশের বিরাজমান পরিস্থিতিতে ক্ষোভ ও হতাশা ব্যক্ত করেন তিনি। এরই প্রেক্ষিতে সম্প্রতি, “ঢাকার ৪৪ টি পয়েন্টে ১৪৪ ধারা জারি সহ বেশ কিছু পয়েন্টে জরুরী অবস্থা” শীর্ষক শিরোনামে একটি তথ্য সামাজিক যোগাযোগমাধ্যমে প্রচার করা হয়েছে। ",0,rumorscanner.com,Related,Fabricated
1299,Facebook Page,2025-05-26 10:29:00,Politics,‘নির্বাচনের আগে সংস্কার না হলে বিএনপি গভীর সংকটে’ শীর্ষক মন্তব্য করেন জামায়াতের আমীর,"নির্বাচনের আগে সংস্কার না হলে বিএনপি গভীর সংকটে পড়বে, সময় থাকতে ফিরে আসুন’ শীর্ষক মন্তব্যটি জামায়াতে ইসলামী দলের আমির ডা. শফিকুর রহমানের দাবিতে সংবাদভিত্তিক টেলিভিশন নিউজ টুয়েন্টিফোরের ডিজাইন সম্বলিত একটি ফটোকার্ড সামাজিক যোগাযোগ মাধ্যমে প্রচার করা হয়েছে।",0,rumorscanner.com,Related,Fabricated
1300,Facebook Page,2025-05-24 5:58:00,Politics,আমাদের আন্দোলনে ৫০-১০০ মানুষ হয় শীর্ষক মন্তব্য করেন হাসনাত আবদুল্লাহ,"জাতীয় নাগরিক পার্টির (এনসিপি) দক্ষিণাঞ্চলের মুখ্য সংগঠক হাসনাত আবদুল্লাহ “সেনাবাহিনী আমাদের স্বাধীনতা সর্বভৌমত্ব রক্ষায় সদা সতর্ক পাহারাদার। কিন্তু আমাদের মবতন্ত্রে হস্তক্ষেপ করলে সেটা আমরা মেনে নেবনা৷ যদিও আমাদের আন্দোলনে এখন ৫০-১০০ মানুষ উপস্থিত হয়, এটা স্বাভাবিক ব্যাস্ততার কারণ হতে পারে, দরকার হলে পাকিস্তানপন্থী শিবিরের সহযোগিতা নিয়েই কঠিন জবাব দেওয়া হবে।” শীর্ষক মন্তব্য করেছেন দাবিতে দৈনিক কালের কণ্ঠের লোগো সম্বলিত একটি ফটোকার্ড সামাজিক যোগাযোগ মাধ্যমে প্রচার করা হয়েছে।",0,rumorscanner.com,Related,Fabricated
1301,Facebook Page,2025-05-21 5:24:00,Politics,এনসিপিতে এক গাদা সমকামীর জায়গা হলেও জুলাইয়ের আহতদের জায়গা হয়নি শীর্ষক মন্তব্য করেন খালেদ মুহিউদ্দীন,"সম্প্রতি প্রবাসী সাংবাদিক ও ইউটিউবে ‘ঠিকানায় খালেদ মুহিউদ্দীন’ নামে চ্যানেলের টক শো উপস্থাপক খালেদ মুহিউদ্দীনের মন্তব্য দাবিতে সামাজিক যোগাযোগ মাধ্যমে “জুলাইয়ে হাজারো প্রাণের বিনিময়ে নাহিদরা NCP নামক একটি দল খুলল। দলের চেতনা দিল জুলাই, অথচ জুলাইয়ের আহতরা চিকিৎসার দাবিতে শাহবাগে আন্দোলন করতে হচ্ছে-নেই শুধু চেতনাধারীরা। NCP দলে এক গাদা সমকামী জায়গা হলেও জুলাইয়ের কোনো আহতের জায়গা হয়নি।” শীর্ষক দাবি প্রচার করা হচ্ছে। ",0,rumorscanner.com,Related,Fabricated
1302,Facebook Page,2025-05-20 11:58:00,Politics,আমি অটো-মেয়র হতে চাইলেই অন্যায় শীর্ষক মন্তব্য করেন ইশরাক,"আদালতের রায়ের পরিপ্রেক্ষিতে বিএনপি নেতা ইশরাক হোসেনকে ঢাকা দক্ষিণ সিটি করপোরেশনের মেয়র ঘোষণা করে গত ২৭ এপ্রিল গেজেট প্রকাশ করে নির্বাচন কমিশন। ইশরাক হোসেনকে ঢাকা দক্ষিণ সিটির মেয়র পদে শপথের মাধ্যমে দায়িত্ব বুঝিয়ে দেওয়ার দাবিতে গত বুধবার থেকে আন্দোলনে নেমেছেন তার সমর্থকেরা। এরই প্রেক্ষিতে দাবি করা হচ্ছে, ইশরাক মন্তব্য করেছেন যে “তোমরা যখন অটো-পাস পাও, তখন সেটা ন্যায্য। আমি অটো-মেয়র হতে চাইলেই অন্যায়।”",0,rumorscanner.com,Related,Fabricated
1303,Facebook Page,2025-05-19 4:32:00,Politics,‘শেখ হাসিনা এখনো বাংলাদেশের প্রধানমন্ত্রী’ শীর্ষক মন্তব্য করেন ট্রাম্প,"সম্প্রতি “শেখ হাসিনা এখনো বাংলাদেশের প্রধানমন্ত্রী: ডোনাল্ড ট্রাম্প” শিরোনামে একটি ভিডিও সামাজিক যোগাযোগমাধ্যমে ছড়িয়ে পড়েছে। ভিডিওটির মাধ্যমে দাবি করা হচ্ছে, ডোনাল্ড ট্রাম্প শেখ হাসিনাকে নিয়ে এ ধরনের মন্তব্য করেছেন।

ভিডিওতে ট্রাম্পের কণ্ঠে শোনা যায়: “On the 15th of May, I will travel to Bangladesh with Sheikh Hasina. There is no reason to worry. Sheikh Hasina will come to Bangladesh as prime minister.” (১৫ মে শেখ হাসিনার সঙ্গে বাংলাদেশে সফরে আসছি আমি। চিন্তার কোনো কারণ নেই। শেখ হাসিনা প্রধানমন্ত্রী হিসেবেই বাংলাদেশে ফিরছেন।)",0,rumorscanner.com,Related,Fabricated
1304,Facebook Page,2025-05-17 10:54:00,Politics,‘দেশে পূর্ব পাকিস্তান পুনরুদ্ধার ও মুক্তিযুদ্ধে পরাজয়ের প্রতিশোধ চলছে’ শীর্ষক মন্তব্য মির্জা ফখরুল,"সামাজিক যোগাযোগ মাধ্যম ফেসবুকে “দেশে পূর্ব পাকিস্তান পুনরুদ্ধার ও মুক্তিযুদ্ধে পরাজয়ের প্রতিশোধ চলছে: মির্জা ফখরুল” শীর্ষক শিরোনামে মূলধারার সংবাদমাধ্যম ইনডিপেনডেন্ট টিভির লোগো সম্বলিত একটি ফটোকার্ড প্রচার করা হয়েছে।

",0,rumorscanner.com,Related,Fabricated
1305,Facebook Page,2025-05-16 10:18:00,Politics,মোহাম্মদপুরে ছাগল চুরি করতে গিয়ে শিবিরের ৯ জন গ্রেফতার, ‘মোহাম্মদপুরে ছাগল চুরি করতে গিয়ে শিবিরের ৯ জন গ্রেফতার’ শীর্ষক শিরোনামে আরটিভির লোগো সম্বলিত একটি ফটোকার্ড ইন্টারনেটে প্রচার করা হয়েছে।,0,rumorscanner.com,Related,Fabricated
1306,Facebook Page,2025-05-14 3:41:00,Politics,আওয়ামী লীগের নিষেধাজ্ঞা তুলে নিতে ট্রাম্পের আল্টিমেটাম,"সম্প্রতি, ‘আওয়ামী লীগের প্রতি নিষেধাজ্ঞা তুলে নেয়ার ২৪ ঘন্টার আল্টিমেটাম দিয়েছে মার্কিন প্রেসিডেন্ট ডোনাল্ড ট্রাম্প বিস্তারিত কমেন্টে’ শীর্ষক একটি তথ্য সামাজিক যোগাযোগ মাধ্যমে ছড়িয়ে পড়েছে।

",0,rumorscanner.com,Related,Fabricated
1307,Facebook Page,2025-05-14 3:54:00,Politics,আ’লীগের কার্যক্রম নিষিদ্ধের ঘটনায় রাশিয়া এবং চীন উদ্বেগ প্রকাশ করেন,"আন্তর্জাতিক অপরাধ ট্রাইব্যুনালে বিচার কার্যসম্পন্ন না হওয়া পর্যন্ত বাংলাদেশ আওয়ামী লীগের কার্যক্রম নিষিদ্ধ করে গত ১২ মে প্রজ্ঞাপন জারি করে অন্তর্বর্তী সরকার। এরই প্রেক্ষিতে সম্প্রতি সামাজিক যোগাযোগ মাধ্যমে বিবিসি বাংলার লোগো সম্বলিত ফটোকার্ড প্রচার করে দাবি করা হয়েছে, “আওয়ামী লীগের রাজনৈতিক কার্যক্রম নিষিদ্ধ করার ঘটনায় উদ্বেগ প্রকাশ করেছে ভারত, রাশিয়া এবং চিন”।",0,rumorscanner.com,Related,Fabricated
1308,Facebook Page,2025-05-12 3:08:00,Politics,বুকে পাথর চেপে আওয়ামী লীগকে নিষিদ্ধ ঘোষণা সংক্রান্ত মন্তব্য করেন ড. ইউনূস,"সম্প্রতি, অন্তর্বর্তীকালীন সরকার আওয়ামী লীগের কার্যক্রম নিষিদ্ধের সিদ্ধান্ত জানিয়েছে। এর প্রেক্ষিতে সরকারের প্রধান উপদেষ্টা ড. মুহাম্মদ ইউনূসের ছবি ব্যবহার করে তার বক্তব্য দাবিতে যমুনা টিভির আদলে তৈরি ফটোকার্ডের মাধ্যমে দাবি করা হচ্ছে, “বুকে পাথর চাপা দিয়ে আওয়ামী লীগকে নিষিদ্ধ ঘোষণা করছি। প্রধান উপদেষ্টা।”",0,rumorscanner.com,Related,Fabricated
1309,Facebook Page,2025-05-12 2:01:00,Politics,তারেক রহমানকে হাসনাত আবদুল্লাহর হুমকি,তারেক তুই দেশে আসলেই তোর ১২ টা বাজাবো! তারেক রহমানকে হুমকি দিলেন হাসানাথ’ শিরোনামে বিএনপির ভারপ্রাপ্ত চেয়ারম্যান তারেক রহমানকে জাতীয় নাগরিক পার্টির (এনসিপি) দক্ষিণাঞ্চলের মুখ্য সংগঠক হাসনাত আবদুল্লাহ হুমকি দিয়েছেন দাবিতে একটি ভিডিও ইন্টারনেটে বিভিন্ন প্লাটফর্মে প্রচার করা হয়েছে। ,0,rumorscanner.com,Related,Fabricated
1310,Facebook Page,2025-05-05 5:12:00,Politics,সেনাপ্রধানের নির্দেশে ব্যারিস্টার সুমন মুক্তি পেয়েছেন,"সম্প্রতি, হত্যা মামলায় কারাগারে থাকা সাবেক সংসদ সদস্য ব্যারিস্টার সৈয়দ সায়েদুল হক সুমন সেনাপ্রধান জেনারেল ওয়াকার-উজ-জামান এর নির্দেশে মুক্তি পেয়ে গর্জে উঠেছেন শীর্ষক দাবিতে একটি ভিডিও ইন্টারনেটে প্রচার করা হয়েছে।",0,rumorscanner.com,Related,Fabricated
1311,Facebook Page,2025-05-03 5:57:00,Politics,জাতীয় নাগরিক পার্টিকে নিষিদ্ধ,‘ব্রেকিং নিউজ: বাংলাদেশে নিষিদ্ধ ঘোষণা করা হলো ‘জাতীয় নাগরিক পার্টি (NCP)’’ শীর্ষক একটি দাবি সামাজিক যোগাযোগ মাধ্যমে প্রচার করা হয়েছে।,0,rumorscanner.com,Related,Fabricated
1312,Facebook Page,2025-05-03 5:09:00,Politics,শিবির থাকলে ব্রিটিশরা ২০০ বছর শাসন করতে পারতো না,"সম্প্রতি, ‘বৃটিশ আমলে শিবির থাকলে তারা ২০০ বছর ভারতবর্ষ শাসন করতে পারতো না’ শীর্ষক শিরোনামে মূলধারার গণমাধ্যম দৈনিক জনকণ্ঠের লোগো সম্বলিত একটি ফটোকার্ড সামাজিক যোগাযোগ মাধ্যমে প্রচার করা হচ্ছে।",0,rumorscanner.com,Related,Fabricated
1313,Facebook Page,2025-04-30 2:07:00,Politics,চাঁদাবাজি নিয়ন্ত্রণে বিএনপি লাইসেন্স সিস্টেম চালু প্রসঙ্গে মন্তব্য করেন মির্জা আব্বাস,‘চাঁদাবাজি নিয়ন্ত্রণের জন্য লাইসেন্স সিস্টেম চালু করবে বিএনপি ক্ষমতায় আসলে’ শীর্ষক মন্তব্য বিএনপির স্থায়ী কমিটির সদস্য মির্জা আব্বাস করেছেন দাবিতে জাতীয় জনকণ্ঠের আদলে তৈরি একটি ফটোকার্ডের মাধ্যমে সামাজিক যোগাযোগ মাধ্যমে প্রচার করা হচ্ছে।,0,rumorscanner.com,Related,Fabricated
